CustomerID;Title;FirstName;LastName;CompanyName;Phone;SalesPerson;Country;Region;Country%
698;Mr.;Andy;Carothers;Western Bike Supplies;944-555-0148;Shu;France;West;85%
1;Mr.;Orlando;Gee;A Bike Store;245-555-0173;Pamela;France;West;85%
238;Ms.;Jodan;Jacobson;A Great Bicycle Company;652-555-0189;Jillian;France;West;85%
6;Ms.;Rosmarie;Carroll;Aerobic Exercise Company;244-555-0112;Linda;France;West;85%
200;Ms.;Peggy;Justice;Basic Bike Company;170-555-0189;David;France;West;85%
399;Mr.;Chad;Tedford;Big Cycle Mall;588-555-0128;Jillian;France;West;85%
348;Mr.;Oscar;Alpuerto;Bold Bike Accessories;855-555-0174;Linda;France;West;85%
154;Mr.;Carlton;Carlisle;Camping and Sports Store;193-555-0116;José;Germany;West;100%
376;Ms.;Mary;Kesslep;Commerce Bicycle Specialists;421-555-0193;Jae;Germany;West;100%
552;Mr.;Tim;Kim;Consolidated Messenger;244-555-0115;Garrett;Germany;West;100%
41;Ms.;Erin;Hagens;Distant Inn;244-555-0127;Shu;Germany;West;100%
364;Mr.;Imtiaz;Khan;District Mall;249-555-0179;Jillian;Germany;West;100%
210;Mr.;Josh;Barnhill;Gasless Cycle Shop;584-555-0192;Garrett;Germany;West;100%
46;Mr.;David;Lawrence;Gear-Shift Bikes Limited;653-555-0159;José;Germany;West;100%
287;Mr.;Grant;Culbertson;Handy Bike Services;859-555-0173;Michael;Germany;West;100%
288;Mr.;Robert;Barker;Kickstand Sellers;241-555-0112;Michael;Germany;West;100%
245;Mr.;James;McCoy;Leather Seat Factory;191-555-0151;José;Germany;West;100%
313;Mr.;Dylan;Miller;Metropolitan Manufacturing;140-555-0192;Shu;Germany;West;100%
395;Ms.;June;Brunner;Online Bike Sellers;249-555-0172;Michael;Germany;West;100%
336;Mr.;Brian;Goldstein;Primary Bike Distributors;495-555-0161;Garrett;Germany;West;100%
475;Mr.;John;Evans;Real Sporting Goods;581-555-0172;Shu;Germany;West;100%
439;Ms.;Shannon;Elliott;Regional Manufacturing;425-555-0158;Shu;Germany;West;100%
334;Ms.;Dora;Verdad;Retreat Inn;155-555-0140;José;Germany;West;100%
581;Ms.;Geri;Farrell;Safe Toys;329-555-0183;Shu;Germany;West;100%
222;Mr.;Barry;Johnson;Sample Bike Store;858-555-0140;Linda;Germany;West;100%
436;Ms.;Barbara;Calone;Sheet Metal Manufacturing;145-555-0152;Jillian;Germany;West;100%
648;Ms.;Cheryl;Herring;Small Bike Shop;158-555-0154;Shu;Germany;West;100%
559;Ms.;Nkenge;McLin;Some Discount Store;158-555-0123;Pamela;Germany;West;100%
649;Mr.;Walter;Mays;Sports Products Store;245-555-0191;Linda;Germany;West;100%
280;Mr.;Frances;Giglio;Standard Bikes;692-555-0136;José;Germany;West;100%
433;Ms.;Lindsey;Camacho;Thorough Parts and Repair Services;827-555-0143;Pamela;Germany;West;100%
112;Ms.;Elsie;Lewin;Town Industries;803-555-0116;Jillian;Germany;West;100%
109;Mr.;Daniel;Thompson;Travel Sports;247-555-0197;Pamela;Germany;West;100%
352;Mr.;Shane;Kim;Twelfth Bike Store;155-555-0149;José;Germany;West;100%
101;Mr.;William;Conner;Urban Sports Emporium;383-555-0111;José;Germany;West;100%
556;Ms.;Nancy;McPhearson;Variety Cycling;244-555-0116;Jae;Germany;West;100%
326;Mr.;Scott;Gode;Year-Round Sports;164-555-0145;David;Germany;West;100%
487;Ms.;Ruth;Suffin;Bike Experts;924-555-0195;Pamela;Ireland;West;30%
397;Mr.;Sandeep;Katyal;Capable Sales and Service;928-555-0117;Pamela;Ireland;West;30%
21;Ms.;Jinghao;Liu;Chic Department Stores;928-555-0116;Jillian;Ireland;West;30%
24;Mr.;Kevin;Liu;Eastside Department Store;926-555-0164;Linda;Ireland;West;30%
545;Mr.;Christian;Kleinerman;Finish and Sealant Products;362-555-0177;Shu;Ireland;West;30%
610;Ms.;Liza Marie;Stevens;Fitness Department Stores;366-555-0110;Shu;Ireland;West;30%
150;Ms.;Jill;Christie;Fleet Bikes;927-555-0198;Linda;Ireland;West;30%
55;Mr.;Eric;Lang;Kickstands and Accessories;932-555-0163;Pamela;Ireland;West;30%
625;Ms.;Kayla;Stotler;Major Sporting Goods;315-555-0131;Linda;Ireland;West;30%
587;Ms.;Rhoda;Finley;Our Sporting Goods Store;920-555-0191;José;Ireland;West;30%
118;Mr.;Yale;Li;Rapid Bikes;316-555-0138;José;Ireland;West;30%
256;Mr.;Richard;Irwin;Rental Bikes;367-555-0124;Jillian;Ireland;West;30%
11;Ms.;Katherine;Harding;Sharp Bikes;926-555-0159;José;Ireland;West;30%
599;Mr.;Raul;Casts;Westside Plaza;362-555-0162;Shu;Ireland;West;30%
511;Mr.;Abraham;Swearengin;Wheel Gallery;926-555-0136;Shu;Ireland;West;30%
7;Mr.;Dominic;Gash;Associated Bikes;192-555-0173;Shu;Luxembourg;West;5%
665;Mr.;Tomas;Manzanares;Authentic Sales and Service;143-555-0130;Jae;Luxembourg;West;5%
220;Mr.;Robert;Brown;Best o' Bikes;575-555-0189;Jillian;Luxembourg;West;5%
381;Ms.;Julie;Taft-Rider;Bicycle Lines Distributors;145-555-0194;Jillian;Luxembourg;West;5%
367;Ms.;Tammy;Khan;Brown Bicycle Company;145-555-0166;Shu;Luxembourg;West;5%
489;Ms.;Dorothy;Fox;Cash & Carry Bikes;191-555-0198;Jillian;Luxembourg;West;5%
371;Mr.;Bruno;Costa Da Silva;Custom Sales and Service;140-555-0143;José;Luxembourg;West;5%
169;Ms.;Brenda;Diaz;Downtown Hotel;147-555-0192;Shu;Luxembourg;West;5%
630;Mr.;Andrew;Hill;Eastside Parts Shop;194-555-0149;José;Luxembourg;West;5%
629;Mr.;Ryan;Ihrig;Efficient Cycling;809-555-0152;José;Luxembourg;West;5%
523;Ms.;Mary;Gimmi;Futuristic Sport Distributors;149-555-0196;Shu;Luxembourg;West;5%
661;Mr.;Kari;Hensien;General Department Stores;143-555-0129;Garrett;Luxembourg;West;5%
608;Mr.;Steven;Brown;Golf and Cycle Store;280-555-0124;Shu;Luxembourg;West;5%
506;Mr.;François;Ferrier;Great Bikes;571-555-0128;David;Luxembourg;West;5%
47;Ms.;Hattie;Haemon;Greater Bike Store;141-555-0172;José;Luxembourg;West;5%
259;Mr.;Lucio;Iallo;Highway Bike Shop;199-555-0135;Shu;Luxembourg;West;5%
437;Ms.;Megan;Burke;Professional Cycle Store;148-555-0149;Shu;Luxembourg;West;5%
621;Mr.;Matthew;Hink;Running and Cycling Gear;146-555-0176;David;Luxembourg;West;5%
580;Mr.;Joshua;Huff;Rural Sales and Service;190-555-0186;Jillian;Luxembourg;West;5%
692;Ms.;Bev;Desalvo;Successful Sales Company;143-555-0113;Pamela;Luxembourg;West;5%
406;Mr.;Eddie;Holmes;The Commissary;570-555-0199;José;Luxembourg;West;5%
309;Mr.;John;Arthur;The Gear Store;149-555-0113;Jillian;Luxembourg;West;5%
443;Sra.;Janaina;Bueno;Courteous Bicycle Specialists;476-555-0184;José;Netherlands;West;25%
568;Mr.;Curtis;Howard;Economy Center;555-555-0162;José;Netherlands;West;25%
250;Ms.;Denean;Ison;Express Bike Services;481-555-0132;Jae;Netherlands;West;25%
43;Ms.;Elsa;Leavitt;Frugal Bike Shop;482-555-0174;Shu;Netherlands;West;25%
262;Ms.;Beth;Inghram;General Industries;718-555-0152;José;Netherlands;West;25%
363;Mr.;Chris;Ashton;Immense Manufacturing Company;556-555-0145;Jillian;Netherlands;West;25%
246;Ms.;Esther;Valle;Large Bike Shop;481-555-0131;Garrett;Netherlands;West;25%
4;Ms.;Janet;Gates;Modular Cycle Systems;710-555-0173;Jillian;Netherlands;West;25%
311;Sr.;Alvaro;De Matos;Principal Bike Company;551-555-0155;Shu;Netherlands;West;25%
669;Ms.;Patricia;Doyle;Racing Bike Outlet;899-555-0134;David;Netherlands;West;25%
95;Ms.;Jane;Carmichael;Rural Department Store;716-555-0167;Shu;Netherlands;West;25%
94;Mr.;Scott;Konersmann;Specialty Sports Store;556-555-0192;Jillian;Netherlands;West;25%
218;Mr.;David;Johnson;Sure & Reliable Sporting Goods;476-555-0139;David;Netherlands;West;25%
563;Mr.;Sean;Jacobson;Systematic Sales;555-555-0162;Shu;Netherlands;West;25%
694;Ms.;Ann;Hass;The Accessories Store;713-555-0168;Jillian;Netherlands;West;25%
532;Ms.;Diane;Glimp;The Showroom;898-555-0137;José;Netherlands;West;25%
620;Mr.;Matthew;Hunter;Tires and Tubes;482-555-0188;Pamela;Netherlands;West;25%
469;Ms.;Twanna;Evans;Vast Bike Sales and Rental;554-555-0124;Pamela;Netherlands;West;25%
551;Mr.;Samuel;Agcaoili;Vinyl and Plastic Goods;554-555-0110;José;Netherlands;West;25%
646;Mr.;Scott;MacDonald;Yellow Bicycle Company;470-555-0171;Jillian;Netherlands;West;25%
3;Ms.;Donna;Carreras;Advanced Bike Components;279-555-0130;Jillian;Switzerland;West;20%
325;Ms.;Virginia;Miller;All Cycle Shop;918-555-0127;Pamela;Switzerland;West;20%
425;Mr.;Stephen;Jiang;Bikes for Kids and Adults;910-555-0116;José;Switzerland;West;20%
268;Mr.;Richard;Byham;Channel Outlet;277-555-0183;Jae;Switzerland;West;20%
133;Mr.;Michael;Graff;Commercial Sporting Goods;132-555-0150;Shu;Switzerland;West;20%
508;Mr.;Martin;Svoboda;Designer Department Stores;132-555-0149;Jillian;Switzerland;West;20%
379;Mr.;Kevin;Kennedy;Fad Outlet;275-555-0179;Pamela;Switzerland;West;20%
264;Ms.;Phyllis;Tuffield;Fasteners & Bolts Outlet;277-555-0182;Garrett;Switzerland;West;20%
546;Mr.;Anton;Kirilov;Field Trip Store;608-555-0162;Linda;Switzerland;West;20%
526;Mr.;David;Givens;Finer Sales and Service;605-555-0111;José;Switzerland;West;20%
318;Ms.;Ann;Beebe;First-Rate Outlet;277-555-0169;Garrett;Switzerland;West;20%
417;Ms.;Ruth;Choin;Genuine Bike Shop;273-555-0181;Jillian;Switzerland;West;20%
42;Mr.;Jeremy;Los;Healthy Activity Store;911-555-0165;Linda;Switzerland;West;20%
416;Ms.;Angela;Barbariol;Impromptu Trips;134-555-0182;David;Switzerland;West;20%
565;Mr.;Richard;Bentley;Metallic Paint and Overcoat Co;911-555-0153;Shu;Switzerland;West;20%
502;Mr.;Krishna;Sunkammurali;Metropolitan Bicycle Supply;272-555-0124;Jae;Switzerland;West;20%
97;Mr.;Eugene;Kogan;Mountain Bike Center;136-555-0134;Shu;Switzerland;West;20%
209;Mr.;Robert;Jones;Purple Bicycle Company;595-555-0131;José;Switzerland;West;20%
498;Ms.;Kelly;Focht;Quick Delivery Service;272-555-0123;Garrett;Switzerland;West;20%
456;Mr.;Michael;Galos;Riding Excursions;912-555-0149;Linda;Switzerland;West;20%
471;Mr.;John;Ford;Social Activities Club;596-555-0153;Jillian;United Kingdom;West;70%
647;Mr.;Michael;Vanderhyde;Solid Bike Parts;918-555-0141;Jillian;United Kingdom;West;70%
93;Mr.;Prashanth;Desai;Stationary Bikes and Stands;138-555-0156;Jillian;United Kingdom;West;70%
322;Mr.;Matthew;Miller;Tachometers and Accessories;277-555-0170;Jae;United Kingdom;West;70%
113;Mr.;Donald;Thompson;Trendy Department Stores;273-555-0111;Shu;United Kingdom;West;70%
678;Mr.;Reuben;D'sa;Vigorous Exercise Company;916-555-0137;José;United Kingdom;West;70%
271;Mr.;Jared;Bustamante;Alternative Vehicles;164-555-0147;Pamela;United Kingdom;West;70%
182;Mr.;Stanley;Alan;Another Bicycle Company;156-555-0126;David;United Kingdom;West;70%
347;Ms.;Ingrid;Burkhardt;Bike Universe;857-555-0187;Shu;United Kingdom;West;70%
671;Ms.;Jill;Markwood;Contoso;859-555-0141;Jillian;United Kingdom;West;70%
569;Mr.;Cecil;Allison;Designated Distributors;699-555-0155;José;United Kingdom;West;70%
167;Mr.;Blaine;Dockter;Farthermost Bike Shop;156-555-0187;Shu;United Kingdom;West;70%
670;Ms.;Valerie;Hendricks;First Bike Store;859-555-0140;Jillian;United Kingdom;West;70%
151;Mr.;Walter;Brian;Futuristic Bikes;163-555-0155;Shu;United Kingdom;West;70%
48;Ms.;Anita;Lucerne;Grand Industries;164-555-0118;Garrett;United Kingdom;West;70%
623;Ms.;Phyllis;Huntsman;Hardware Components;153-555-0195;Jillian;United Kingdom;West;70%
52;Ms.;Rebecca;Laszlo;Instruments and Parts Company;164-555-0119;Jae;United Kingdom;West;70%
606;Ms.;Helge;Hoeing;Little Bicycle Supply Shop;850-555-0198;Jillian;United Kingdom;West;70%
520;Ms.;Mari;Caldwell;Metro Metals Co.;162-555-0175;Jae;United Kingdom;West;70%
605;Mr.;Matthew;Cavallari;Outstanding Cycles;695-555-0161;David;United Kingdom;West;70%
74;Mr.;Christopher;Bright;Parcel Express Delivery Service;162-555-0166;David;United Kingdom;West;70%
208;Mr.;Steve;Masters;Professional Cyclists;154-555-0115;José;United Kingdom;West;70%
244;Mr.;Bronson;Jacobs;Retail Discount Store;697-555-0131;José;United Kingdom;West;70%
451;Mr.;John;Emory;Roadway Bike Emporium;691-555-0149;Pamela;United Kingdom;West;70%
10;Ms.;Kathleen;Garza;Rural Cycle Emporium;150-555-0127;José;United Kingdom;West;70%
335;Mr.;John;Berger;Scratch-Resistant Finishes;156-555-0111;José;United Kingdom;West;70%
516;Mr.;Thomas;Michaels;Seats and Saddles Company;162-555-0174;Garrett;United Kingdom;West;70%
115;Mr.;George;Li;Security Racks and Locks;699-555-0183;Shu;United Kingdom;West;70%
577;Mr.;George;Huckaby;Synthetic Materials Manufacturing;851-555-0127;Pamela;United Kingdom;West;70%
672;Mr.;Gerald;Drury;Utilitarian Sporting Goods;169-555-0178;Shu;United Kingdom;West;70%
544;Mr.;Jay;Adams;Valley Bicycle Specialists;158-555-0142;Jillian;United Kingdom;West;70%
327;Ms.;Caroline;Vicknair;World of Bikes;695-555-0158;Jillian;United Kingdom;West;70%
